    57.29	2	2	   
    70.88	2	2	   
    48.82	2	2	   
    43.19	2	2	   
    47.12	2	2	   
    33.64	2	2	   
    63.22	2	2	   
    68.36	2	2	   
    57.87	2	2	   
    74.95	2	2	   
    41.92	2	2	   
    53.84	2	2	   
    47.12	2	2	   
    47.81	2	2	   
    48.82	2	2	   
    39.31	2	4	   
    40.53	2	4	   
    48.39	2	4	   
    36.11	2	4	   
    42.60	2	4	   
    47.54	2	4	   
    45.12	2	4	   
    38.44	2	4	   
    40.53	2	4	   
    39.22	2	4	   
    47.19	2	4	   
    41.45	2	4	   
    43.76	2	4	   
    37.77	2	4	   
    44.82	2	4	   
    60.79	2	6	   
    52.91	2	6	   
    49.65	2	6	   
    52.49	2	6	   
    77.35	2	6	   
    48.00	2	6	   
    38.42	2	6	   
    43.35	2	6	   
    35.95	2	6	   
    38.70	2	6	   
    30.89	2	6	   
    45.62	2	6	   
    57.53	2	6	   
    32.15	2	6	   
    37.09	2	6	   
    60.66	2	8	   
    69.58	2	8	   
    39.56	2	8	   
    40.97	2	8	   
    74.60	2	8	   
    44.83	2	8	   
    55.14	2	8	   
    69.12	2	8	   
    51.52	2	8	   
    78.18	2	8	   
    36.56	2	8	   
    58.80	2	8	   
    59.36	2	8	   
    64.61	2	8	   
    42.19	2	8	   
    47.96	2	10	   
    73.40	2	10	   
    63.10	2	10	   
    50.62	2	10	   
    34.68	2	10	   
    47.81	2	10	   
    66.91	2	10	   
    61.02	2	10	   
    51.55	2	10	   
    44.50	2	10	   
    53.17	2	10	   
    60.93	2	10	   
    52.16	2	10	   
    46.37	2	10	   
    47.13	2	10	   
    50.53	2	12	   
    44.42	2	12	   
    53.40	2	12	   
    47.93	2	12	   
    46.72	2	12	   
    38.07	2	12	   
    76.28	2	12	   
    58.09	2	12	   
    52.40	2	12	   
    45.73	2	12	   
    59.81	2	12	   
    59.03	2	12	   
    61.23	2	12	   
    76.42	2	12	   
    55.78	2	12	   
    78.34	2	14	   
    63.86	2	14	   
    74.77	2	14	   
    87.08	2	14	   
    58.10	2	14	   
    68.26	2	14	   
    69.83	2	14	   
    67.00	2	14	   
    75.30	2	14	   
    69.97	2	14	   
    80.52	2	14	   
    49.51	2	14	   
    78.57	2	14	   
    63.51	2	14	   
    56.38	2	14	   
    55.70	2	16	   
    70.32	2	16	   
    71.98	2	16	   
    66.91	2	16	   
    74.47	2	16	   
    55.79	2	16	   
    64.64	2	16	   
    57.23	2	16	   
    62.02	2	16	   
    56.35	2	16	   
    67.18	2	16	   
    80.43	2	16	   
    57.11	2	16	   
    55.85	2	16	   
    85.32	2	16	   
    59.14	2	18	   
    45.29	2	18	   
    52.66	2	18	   
    54.29	2	18	   
    55.72	2	18	   
    66.56	2	18	   
    64.53	2	18	   
    61.36	2	18	   
    60.22	2	18	   
    54.32	2	18	   
    54.31	2	18	   
    77.72	2	18	   
    42.80	2	18	   
    85.60	2	18	   
    84.93	2	18	   
    61.98	2	20	   
    57.67	2	20	   
    57.63	2	20	   
    49.23	2	20	   
    68.94	2	20	   
    30.29	2	20	   
    47.74	2	20	   
    49.94	2	20	   
    54.27	2	20	   
    47.98	2	20	   
    40.68	2	20	   
    34.26	2	20	   
    41.76	2	20	   
    41.95	2	20	   
    56.71	2	20	   
    70.84	1	2	   
    70.80	1	2	   
    55.55	1	2	   
    55.35	1	2	   
    49.93	1	2	   
    58.38	1	2	   
    60.91	1	2	   
    86.32	1	2	   
    84.54	1	2	   
    66.16	1	2	   
    52.36	1	2	   
    55.04	1	2	   
    58.65	1	2	   
    67.58	1	2	   
    49.74	1	2	   
    68.55	1	4	   
    33.90	1	4	   
    57.23	1	4	   
    41.81	1	4	   
    38.21	1	4	   
    62.05	1	4	   
    80.99	1	4	   
    52.55	1	4	   
    61.16	1	4	   
    57.26	1	4	   
    45.73	1	4	   
    34.76	1	4	   
    82.19	1	4	   
    41.60	1	4	   
    66.34	1	4	   
    91.92	1	6	   
    61.46	1	6	   
    53.84	1	6	   
    39.36	1	6	   
    93.59	1	6	   
    82.79	1	6	   
    71.07	1	6	   
    35.27	1	6	   
    37.01	1	6	   
   101.15	1	6	   
    67.82	1	6	   
    66.00	1	6	   
    76.75	1	6	   
    47.73	1	6	   
    41.82	1	6	   
    64.54	1	8	   
   104.70	1	8	   
    61.36	1	8	   
    63.73	1	8	   
    79.81	1	8	   
    79.67	1	8	   
    65.19	1	8	   
    43.75	1	8	   
    42.78	1	8	   
    49.81	1	8	   
    60.48	1	8	   
    38.05	1	8	   
    54.54	1	8	   
    79.08	1	8	   
    60.89	1	8	   
    78.26	1	10	   
    66.39	1	10	   
    65.36	1	10	   
    59.24	1	10	   
    98.27	1	10	   
    88.94	1	10	   
    80.02	1	10	   
    65.92	1	10	   
    66.39	1	10	   
   104.24	1	10	   
    60.45	1	10	   
    74.43	1	10	   
    82.30	1	10	   
    65.37	1	10	   
    43.53	1	10	   
    85.84	1	12	   
    90.43	1	12	   
    90.87	1	12	   
    63.44	1	12	   
    35.72	1	12	   
    63.50	1	12	   
    81.61	1	12	   
    58.46	1	12	   
    30.91	1	12	   
    63.98	1	12	   
    79.86	1	12	   
    65.18	1	12	   
    56.60	1	12	   
    99.90	1	12	   
    75.56	1	12	   
    87.74	1	14	   
    29.02	1	14	   
    76.41	1	14	   
   118.83	1	14	   
    93.48	1	14	   
    76.42	1	14	   
    69.20	1	14	   
    74.71	1	14	   
    36.82	1	14	   
    65.75	1	14	   
    86.49	1	14	   
    37.34	1	14	   
    99.04	1	14	   
    89.88	1	14	   
    76.05	1	14	   
    90.02	1	16	   
   110.08	1	16	   
    76.86	1	16	   
    74.31	1	16	   
   106.56	1	16	   
    94.80	1	16	   
    83.90	1	16	   
    71.29	1	16	     
    63.77	1	16	   
    61.08	1	16	   
    81.66	1	16	   
    50.85	1	16	   
    88.05	1	16	   
    90.52	1	16	   
    94.05	1	16	   
    59.58	1	18	   
    76.73	1	18	   
    55.81	1	18	   
    51.86	1	18	   
    75.39	1	18	   
    74.99	1	18	   
    71.56	1	18	   
    64.02	1	18	   
    60.51	1	18	   
    62.70	1	18	   
    56.77	1	18	   
    43.62	1	18	   
    51.53	1	18	   
    52.60	1	18	   
    59.91	1	18	   
    74.52	1	20	   
    63.01	1	20	   
    57.75	1	20	   
    55.46	1	20	   
    42.92	1	20	   
    72.78	1	20	   
    30.09	1	20	   
    71.51	1	20	   
    64.55	1	20	   
    41.66	1	20	   
    36.46	1	20	   
    55.10	1	20	   
    33.70	1	20	   
    72.20	1	20	   
    62.48	1	20	   
    31.46	3	2	   
    43.27	3	2	   
    62.13	3	2	   
    43.48	3	2	   
    68.77	3	2	   
    40.29	3	2	   
    45.72	3	2	   
    49.60	3	2	   
    65.46	3	2	   
    45.99	3	2	   
    80.54	3	2	   
    70.57	3	2	   
    63.15	3	2	   
    44.50	3	2	   
    46.94	3	2	   
    38.08	3	4	   
    35.60	3	4	   
    33.58	3	4	   
    35.69	3	4	   
    37.37	3	4	   
    36.89	3	4	   
    32.73	3	4	   
    40.63	3	4	   
    44.78	3	4	   
    51.78	3	4	   
    47.97	3	4	   
    38.89	3	4	   
    45.62	3	4	   
    36.89	3	4	   
    35.60	3	4	   
    62.71	3	6	   
    61.58	3	6	   
    44.79	3	6	   
    55.55	3	6	   
    94.51	3	6	   
    70.06	3	6	   
    41.39	3	6	   
    70.81	3	6	   
    58.46	3	6	   
    62.45	3	6	   
    43.91	3	6	   
    38.15	3	6	   
    43.44	3	6	   
    46.26	3	6	   
    58.00	3	6	   
    78.51	3	8	   
    74.02	3	8	   
    30.06	3	8	   
    78.32	3	8	   
    81.10	3	8	   
    68.83	3	8	   
    84.67	3	8	   
    74.43	3	8	   
    67.67	3	8	   
    64.82	3	8	   
    60.92	3	8	   
    74.02	3	8	   
    61.59	3	8	   
    69.54	3	8	   
    97.75	3	8	   
    63.27	3	10	   
